ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
2483309.0,comment,2482360.0,2483281.0,5.0,0,samtp,,,A bit pompous and egotistical. Just give the person your contact info and stop trying to be cutesy.,1303773400.0
2483307.0,story,,,1.0,1,rucx,Advice concerning rucx.com as a startup domain/brand name,,What do you think about the domain rucx.com for a startup?\nWill it lead to too many spelling issues?\nDoes the X imply pornographic content too strongly (which it shouldn't)?\nIs it memorable enough?,1303773314.0
2483306.0,comment,2477432.0,2477432.0,1.0,0,mponizil,,,I took out asking for publish_stream permission so instead all sharing is done through Facebook Dialogs. I think now the app is at minimum friction and maximum sharing. What do ya say?,1303773244.0
2483305.0,comment,2482712.0,2482917.0,10.0,0,ugh,,,Dropbox did not send a takedown request. They (erroneously) claimed they had received one from a third party which is not perjury.,1303773223.0
2483304.0,comment,2482712.0,2483112.0,1.0,0,kragen,,,"Thanks, fixed.  My acquaintance with Latin is mostly by way of Spanish, where it <i>is</i> utilisador (well, in normal speech, usuario.)",1303773212.0
2483303.0,comment,2481576.0,2481812.0,3.0,0,unfoldedorigami,,,"10 employees. 3 full time support people, but everyone actually does support.",1303773201.0
2483302.0,comment,2482712.0,2483219.0,-1.0,0,random42,,,"Sure, they have legal rights to do so. However, just because it is legal it does not make it <i>fair</i> (Ref - Sony vs. Geohotz).<p>Punishing for the suspicion of crime, rather than actual crime, just because you are can get away with it, is evil<i>ish</i> and not nice. I expect better from Dropbox, we all know and love.",1303773138.0
2483301.0,comment,2482581.0,2483275.0,1.0,0,superchink,,,"Also relevant: <a href=""http://stackoverflow.com/questions/4179027/99-99-durability-what-does-it-mean"" rel=""nofollow"">http://stackoverflow.com/questions/4179027/99-99-durability-...</a>",1303773130.0
2483300.0,comment,2482123.0,2483172.0,2.0,0,ericd,,,"<i>EBS is terrible, EC2 is dog slow and the relational MySQL thingie probably is unreliable.</i><p>Those sound like the main pillars... what's left?",1303773116.0
2483299.0,comment,2482123.0,2483167.0,5.0,0,druiid,,,"There's uhh.. a thing called a warranty which generally is sold with every-single-device-sold-ever that is enterprise grade. This is also where they make their money. If a hard-drive dies you call Dell and they ship you a new one. If a hard drive in a $40k+ Netapp dies, you call Netapp and they tell you their rep is waiting for you at the data-center and to hurry up. If your Cisco switch dies you call Cisco and they ship you a.... you get the idea.",1303773088.0
2483298.0,comment,2481125.0,2482759.0,2.0,0,muhfuhkuh,,,"I'm on a custom phiredmod version of Cyanogenmod 7, which is 2.3 Gingerbread.",1303773059.0
2483297.0,comment,2481147.0,2483084.0,6.0,0,mquander,,,"If you're a real honest-to-Allah member of Al Qaeda, I think that the civilian ""release 'em until they actually kill someone then try 'em for murder"" is a good strategy.  Specifically, I think it's a better strategy than the ""occupy their countries and capture or kill them"" strategy.  I think it's on the order of thousands of times better, judging by the dollar costs and human costs of our actions in the Middle East.",1303773023.0
2483296.0,comment,2481227.0,2482551.0,1.0,0,teamonkey,,,"The big thing about the Wii was how accessible the controller was to every member of the family. You just point it at the screen, even your grandparents can do it! Touchscreens, not so much.",1303773010.0
2483295.0,comment,2482123.0,2482123.0,-1.0,0,ditojim,,,"how come common sense still tells me the cloud is cheaper?  i don't need to write a book to make the argument, either.",1303773006.0
2483294.0,comment,2479613.0,2481439.0,1.0,0,mkramlich,,,> I brought up NFS because it's an example of a service that implements an abstraction but does so in a way that undermines the assumptions of the implemented abstraction.<p>yep. NFS and the like make you more vulnerable to the Fallacies of Distributed Computing.,1303772996.0
2483293.0,comment,2482712.0,2483248.0,11.0,0,argos,,,"yes, but that has nothing to do with having the code, as I said in a port below... using it would be a violation, but why  block open source code.",1303772971.0
2483292.0,comment,2481312.0,2481312.0,1.0,0,teyc,,,"Standing all day in a single spot can be pretty tiring too. A footstool can help a little, but it is probably best to have a mix of postures.",1303772971.0
2483291.0,comment,2482681.0,2483189.0,1.0,0,icegreentea,,,"Well, to begin with, many people do complain about those types of games. <i>cough</i> Jack Thompson <i>cough</i>. There is infact, a great deal of yelling going on about those. It's not hypocritical for the humane society to talk about this game versus Call of Duty. Their job is to deal with animals and animal cruelty. As an organization, they have no 'position' on violence on humans per se. And Michael Vick is involved for all the obvious reasons... he has to look like he's sorry for what he'd done.<p>Furthermore, there is a difference between violence on humans and violence on animals. Regardless of the how violent our entertainment gets, there is also a constant reminder from society/whatever that it's not cool/moral/right whatever to actually maim/kill other people. On the other hand, there is much less of that when talking about animal violence.<p>Anyhow, I still think it's kinda silly. No actual reason for it to be pulled. I really think that everyone is just going through the motions here.",1303772931.0
2483290.0,comment,2483087.0,2483215.0,3.0,0,mr_justin,,,"Unless you already have feet (plantar fasciitis is super common) problems, in which case it will make things much worse.",1303772900.0
2483289.0,comment,2482712.0,2482712.0,1.0,0,JCB_K,,,"<i>Second, dealing with piracy is the responsibility of Dropbox. Its not the problem of an innocent hacker who wrote some useful code that could benefit legitimate users and advocates the use of his software for sharing photos, videos, public datasets, git-like source control, or even as building block for wiki-like distributed databases.""</i><p>Could someone give me 1 example of a use case here? The only reason I can think of to share the hash of a file instead of a direct link, is because it's an illegal file, and you don't want to link straight to it. Why else would you go through the effort of hashing all 4mb blocks of the file, and sharing those elsewhere?<p>Of course, this is a dangerous gray legal area, but I think it's fair to say that the only reason to use this is because of illegal files. Also, they didn't take legal action (which wouldn't be right, as no one has been proven of doing illegal stuff), they just asked nicely, so it seems. Dropbox is right to act on this, as it could potentially ruin their platform.",1303772899.0
2483288.0,comment,2481629.0,2481629.0,5.0,0,flexterra,,,I really like how Github is always pushing new features all the time.,1303772877.0
2483287.0,comment,2482118.0,2483264.0,1.0,0,mgkimsal,,,"But @lotusleaf1987, that's just anecdotal :)",1303772857.0
2483286.0,comment,2481629.0,2483162.0,7.0,0,kneath,,,"I've spent a lot of time thinking through this problem. I agree Git is broken. So is Mercurial, Bazaar, subversion and CVS  they're just different flavors of broken (as in they each taste less broken to different groups of people).<p>Version control is inherently a difficult problem to conceptualize. Distributed version control is probably the biggest step forward VCS have ever seen but it comes at a price of added complexity on top of a complex subject as is.<p>But then again that's why I don't focus on ""making git better""  I try and focus on making collaboration and source control better. Stop trying to build aliases or tweaks to git's command line... and maybe try and build a great source control tool that just happens to use Git as it's storage engine.",1303772853.0
2483285.0,comment,2480952.0,2480952.0,12.0,0,kragen,,,"> And that's why, even though it sounds crazy, the best way to avoid failure is to fail constantly.<p>This is my biggest concern with things like large nation-states, large banks, large reinsurance companies, large RAIDs, and large nuclear plants: we centralize resources into a larger resource pool in order to reduce the chances of failure, but in doing so we make the eventual failure more severe, and we reduce our experience in coping with it and our ability to estimate its probability.  In fact, we may not even be reducing the chances of failure; we may just be fooling ourselves.<p>Consider the problem of replicating files around a network of servers.  Perhaps you have a billion files and 200 single-disk servers with an MTBF of 10 years, and it takes you three days to replace a failed server.<p>One approach you can use is to pair up the servers into 100 mirrored pairs and put 10 million files on each pair. Now, about 20 servers will fail every year, leaving ten million files un-backed-up for three days.  But the chance that the remaining server of that pair will fail during that time is 3/3650 = 0.08%. That will happen about once every 60 years, and so the expected lifetime of the average file on your system is about 6000 years.<p>So it's likely that your system will hum along for decades without any problems, giving you an enormous sense of confidence in its reliability.  But if you divide the files that will be lost once every 60 years (ten million) by the 60 years, you get about 170 thousand files lost per year.  The system is fooling you into thinking it's reliable.<p>Suppose, instead, that you replicate each file onto two servers, but those servers are chosen at random.  (Without replacement.)  When a server fails (remember, 20 times a year), there's about a one in six chance that another server will fail in the three days before it's replaced.  When that happens, every three or four months, a random number of files will be lost --- about 10 million / 200, or about fifty thousand files, for a total data loss of about 170 thousand files a year.  You will likely see this as a major problem, and you will undertake efforts to fix it, perhaps by storing each file on three or four servers instead of two.<p>This is despite the fact that this system loses data at the same average rate as the other one.  In effect, instead of having 100 server pairs to store files on, you have 19,900 partition pairs, each partition consisting of 0.5% of a server.  By making the independently failing unit much smaller, you've dramatically increased your visibility into its failure rate, and given yourself a lot of experience with coping with its failures.<p>In this case, more or less by hypothesis, the failure rate is independent of the scale of the thing.  That isn't generally the case.  If we had a lot of half-megawatt nuclear reactors scattered around the landscape instead of a handful of ten-gigawatt reactors, it's likely that each reactor would receive a lot less human attention to keep it in good repair.  When it threatened to melt down, there wouldn't be a team of 200 experienced guys onsite to fight the problem.  There would be a lot more shipments of fuel, and therefore a lot more opportunities for shipments of fuel rods to crash or be hijacked.  And so on.<p>But we might still be better off that way, because instead of having to extrapolate nuclear-reactor safety from a total of three meltdowns of production reactors --- TMI, Tchernobyl, and Fukushima --- we'd have dozens, if not hundreds, of smaller accidents.  And so we'd know which design elements were most likely to fail in practice, and how to do evacuation and decontamination most effectively.  Instead of Tchernobyl having produced a huge cloud of radioactive smoke that killed thousands or tens of thousands of people, perhaps it would have killed 27, like the reactor failure in K-19.<p>With respect to nation-states, the issue is that strong nation-states are very effective at reducing the peacetime homicide rate, which gives them the appearance of substantially improving safety.  Many citizens of strong nation-states in Europe have never lived through a war in their country, leading them to think of deaths by violence as a highly unusual phenomenon.  But strong nation-states also create much bigger and more destructive wars.  It is not clear that the citizens of, say, Germany are at less risk of death by violence than the citizens of much weaker states such as Micronesia or Brazil, where murder rates are higher.",1303772801.0
2483284.0,comment,2482581.0,2483275.0,2.0,0,superchink,,,"Their explanation is here: \n<a href=""http://aws.amazon.com/s3/#protecting"" rel=""nofollow"">http://aws.amazon.com/s3/#protecting</a><p>Looks like they're differentiating between durability (""99.999999999%"") and availability (""99.99%"").<p>So it's not uptime that has 11 9smy mistake. Should have checked the documentation.",1303772767.0
2483283.0,story,,,1.0,0,numeromancer,Turboencabulator,http://en.wikipedia.org/wiki/Turboencabulator,,1303772758.0
2483282.0,comment,2477479.0,2477849.0,1.0,0,joeyespo,,,"Agreed. Not for all content though. But for what's foreign to me. Ideas, concepts, even products. If I don't ""get it"" right away, comments help guide me to a better understanding. Lower scores indicate noise. (Not really, but I won't know the difference.) Sorting comments without points isn't enough though; you don't know when exactly the noise begins and where to stop reading.<p>It's even useful for topics I'm already familiar with. If a comment I don't necessarily agree with has a high score, I'll wonder why. It's a great opportunity to walk down new mental paths or explore different angles about the topic without feeling vulnerable. If any insights emerge while doing this, I'll then follow up with my own comment.<p>In either case, it's impractical to analyze or reflect on <i>every</i> comment, so points are a pretty good heuristic. Even if it is a broken system, it does help a lot of the time.",1303772732.0
2483281.0,comment,2482360.0,2483158.0,3.0,0,swalberg,,,"Taking it one step further, Matt Mullenweg's old card: <a href=""http://www.flickr.com/photos/glsims99/506973719/"" rel=""nofollow"">http://www.flickr.com/photos/glsims99/506973719/</a>",1303772724.0
2483280.0,story,,,2.0,0,bcn,GPU-enhanced cryptanalysis suite for cloud computing platforms ,http://www.govirtual.tv/CloudCrack.php,,1303772722.0
2483279.0,comment,2482360.0,2483203.0,2.0,0,byrneseyeview,,,"For some pursuits, yes. For a corporate job, which is the default next step from a university education, no: a company would rather hire someone who knows their limits than someone who tests them, especially since the former has a more established market price.",1303772710.0
2483278.0,comment,2480641.0,2481056.0,1.0,0,abbasmehdi,,,"Depends what you want done. I know good folks so prices might be in the mid to high range of the typical outsourcing menu. I am not taking a cut, FYI. Put up the project (high level) somewhere and share the link.",1303772679.0
2483277.0,comment,2481629.0,2482318.0,15.0,0,auxbuss,,,"Like Linux, git is taking a while to ""mature"" from a user's perspective. It's ludicrously powerful -- it's as much as file system as a distributed VCS -- and its 1,001 options need to be distilled for the masses into the handful and a half of essentials.<p>It's worth contemplating that Linus doesn't hang around defending git. He put it out there -- bless him -- and let it take on its own life. And its destiny is up to us.<p>git doesn't need to be taken out of the command line. That's where its true power lies, as with all *nix tools. The fact that github can do so much with it is because of this feature, not because they are changing it. That's a powerful thing, and a testament to Linus' design of git.<p>I bet Linus never envisioned github when building git. And that something so revolutionary -- and I do think github is revolutionary, albeit for a niche of geeks -- should come out of such a development is testament of git's design.<p>Sure it's a hard package to master -- I haven't -- but whatever you want, and a lot more, is there if you need it. And no-one yet, to my knowledge, has complained that git killed their project.",1303772671.0
2483276.0,comment,2483135.0,2483226.0,3.0,0,edge17,,,"of course man. when people get so up in arms about something like this, it's because you've built something people love.<p>it's crappy to be on the receiving end, but the silver lining is that you've done something people truly care about.",1303772665.0
2483275.0,comment,2482581.0,2483246.0,1.0,0,jpdoctor,,,"... which translates to 3ms of downtime in 10 years with their current data, which makes no sense.<p>I'm guessing it's closer to the way that telecom guys work:  1 bit error in 10^12 bits is common for fiber comm.",1303772636.0
2483274.0,comment,2482712.0,2483065.0,2.0,0,ugh,,,"My guess is that Dropbox cares about its image and wants everything piracy related to be kept at arms length. Its not their business model. They want to be a trustworthy service everyone  from nerds to their moms and dads  wants to use.<p>I would argue that the prevalence of piracy harms, for example, Rapidshares image as a serious filesharing service. Thats not an issue for Rapidshare because piracy is their business, but it isnt the business of Dropbox.<p>This is consequently not so much about the nature of piracy and much more about the image of Dropbox.<p>Whether or not Dropship would actually be a good tool for piracy is very much an open question (and one you can certainly argue about), Dropbox seems to think it is.<p>(I also want to note that even if only one percent of all torrent traffic is piracy related, its still wrong to compare it to knives. There are so many knives in the world, the fraction of knives which are used to harm people must be infinitesimal. And, to clarify something else: I would be vigorously against any legislative attempts at banning torrents. Legislatively, thats just not the right way to go. But thats the law and Dropbox is no government.)",1303772630.0
2483273.0,story,,,1.3057438796154594e+308,0,chrislo,3D Sports graphics system wins Queen's award.,http://www.bbc.co.uk/blogs/researchanddevelopment/2011/04/the-queens-award-winning-piero-sports-graphics-system.shtml,,1303772597.0
2483272.0,comment,2461092.0,2465192.0,1.0,0,superchink,,,"I apologize for missing the point. You're right; that is annoying and no, they should not do that by default.<p>Side-note: I just re-read my comment and I sounded like a jerk. I would also like to apologize for that. The sarcasm didn't age well (to my ear anyway).",1303772551.0
2483271.0,comment,2482939.0,2483241.0,2.0,0,daleharvey,,,css causes immediate renders but does occasionally batch changes (I think opera was the best at that)<p>Its inconsistent implementation meant you really are best doing any style modifications off the dom and then reattaching when complete,1303772542.0
2483270.0,story,,,1.0,0,borsaegypt,Umzug wien,http://www.ath-trans.at/umzugwien.htm,,1303772445.0
2483269.0,story,,,2.0,0,IlyaKleyman,Serial Entrepreneur Will Join Your Start-up for Pennies,http://ivkforhire.tumblr.com/,,1303772434.0
2483268.0,story,,,38.0,24,TrevorBurnham,Theoryville's YC Interview,http://trevorburnham.posterous.com/my-yc-interview-experience,,1303772407.0
